1061 	 I just had a breast biopsy for cancer. What are the most common types? 
1062 	 I just had a breast biopsy for cancer. What are the most common types? [SEP] I just had a breast biopsy for cancer. What are the most common types? [SEP] More research is needed. Types Breast cancer can be: Ductal carcinoma: This begins in the milk duct and is the most common type. Lobular carcinoma: This starts in the lobules. Invasive breast cancer is when the cancer cells break out from inside the lobules or ducts and invade nearby tissue, increasing the chance of spreading to other parts of the body. Non-invasive breast cancer is when the cancer is still inside its place of origin and has not broken out. [SEP] Once it breaks out, how likely is it to spread? 
1063 	 I just had a breast biopsy for cancer. What are the most common types? [SEP] Once it breaks out, how likely is it to spread? [SEP] Even though this condition doesn’t spread, it’s important to keep an eye on it. Between 20% to 40% of women with this condition will develop a separate invasive breast cancer -- one that will grow outside its original location -- within the next 15 years. Most of the time, these later cancers begin in the milk ducts, rather than the lobules. How is lobular carcinoma in situ diagnosed? You often won’t have any symptoms with LCIS. [SEP] How deadly is it? 
1064 	 I just had a breast biopsy for cancer. What are the most common types? [SEP] How deadly is it? [SEP] In 1999, a student opened fire at W. R. Myers, killing one student and seriously wounding another. In 2000, LCI was locked down after two youths were arrested and two firearms were seized. Section::::Campus. [SEP] What? No, I want to know about the deadliness of lobular carcinoma in situ. 
1065 	 I just had a breast biopsy for cancer. What are the most common types? [SEP] What? No, I want to know about the deadliness of lobular carcinoma in situ. [SEP] It’s sometimes difficult to separate the two conditions and in this case it will be described as lobular neoplasia. Future breast cancer risk The vast majority of women diagnosed with ALH or LCIS will never get breast cancer. However, people diagnosed with either condition have a slightly higher risk than the general population of developing breast cancer. PLCIS behaves differently to ALH and LCIS, and may be more likely to develop into cancer in the future. Your individual risk depends on several factors, which your specialist can talk to you about. [SEP] Wow, that's better than I thought.  What are common treatments? 
1066 	 I just had a breast biopsy for cancer. What are the most common types? [SEP] Wow, that's better than I thought.  What are common treatments? [SEP] Treatment and follow-up There is no standard recommended treatment or follow-up for lobular neoplasia. Your specialist will discuss treatment options with you based on your particular situation. If your lobular neoplasia is diagnosed by a core biopsy, your doctor may recommend removing more tissue from the area where the lobular neoplasia was found. This is to find out if there are any cancer cells in this area. This may be done using a procedure called a vacuum assisted biopsy, or a small operation known as an excision biopsy. [SEP] How does it behave differently from PLCIS? 
1067 	 I just had a breast biopsy for cancer. What are the most common types?   [SEP] What makes lobular cancer distinct? 
1068 	 I just had a breast biopsy for cancer. What are the most common types?   [SEP] For the first stage, what are the alternatives to surgery? 
1069 	 I just had a breast biopsy for cancer. What are the most common types? [SEP] For the first stage, what are the alternatives to surgery? [SEP] Regardless of the histological subtype, the prognosis of IDC depends also on tumor size, presence of cancer in the lymph nodes, histological grade, presence of cancer in small vessels (vascular invasion), expression of hormone receptors and of oncogenes like HER2/neu. These parameters can be entered into models that provide a statistical probability of systemic spread. The probability of systemic spread is a key factor in determining whether radiation and chemotherapy are worthwhile. The individual parameters are important also because they can predict how well a cancer will respond to specific chemotherapy agents. Overall, the 5-year survival rate of invasive ductal carcinoma was approximately 85% in 2003. Section::::Treatment. Treatment of invasive carcinoma of no special type (NST) depends on the size of the mass (size of the [SEP] No, I meant for lobular. 
10610 	 I just had a breast biopsy for cancer. What are the most common types? [SEP] No, I meant for lobular. [SEP] The breast cancer has been detected in the early stages and can be very effectively treated. Stage 1 can be divided into Stage 1A and Stage 1B. The difference is determined by the size of the tumor and the lymph nodes with evidence of cancer. Stage 1A breast cancer means the following description applies: The tumor is smaller than the approximate size of a peanut (2 centimeters or smaller) AND has not spread to the lymph nodes. Stage 1B breast cancer means one of the following descriptions applies: Lymph nodes have cancer evidence with small clusters of cells between the approximate size of a pinprick to the approximate width of a grain of rice (.2mm to 2.0 mm). AND EITHER No actual tumor is found in the breast. OR The tumor is smaller than the approximate size of a peanut (2 centimeters or smaller). Similar to stage 0, breast cancer at this stage is very treatable and survivable. When breast cancer is detected early, and is in the localized stage, the 5-year relative survival rate is 100%. [SEP] Does freezing work? 
1071 	 How do I build a cheap driveway? 
1072 	 How do I build a cheap driveway? [SEP] How do I build a cheap driveway? [SEP] Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways – These driveways are usually created by dunking a load of gravel and leveling it. Gravel driveways are cheap, can last can last of a very long time and require little maintenance. The surface should also be regraded from time to time. The only disadvantage is that homeowners need to remove weeds and clean small dust, leaves when they appear. This type of driveway is not suitable for children because they can choke or dig into your gravel and the gravel is too sharp for their feet. Asphalt Driveways – This type of driveway looks a lot like a tarred road and is constructed by tarring or cementing a gravel sheet. [SEP] Which is cheaper: concrete or asphalt? 
1073 	 How do I build a cheap driveway? [SEP] Which is cheaper: concrete or asphalt? [SEP] "Pros and Cons: Asphalt vs. Concrete Driveway Choosing the driveway material that’s best for you often depends on your climate and budget. When the time comes to install a new driveway, the biggest decision is whether to use concrete or asphalt. Sure, there are other driveway material choices — gravel at the low end and brick pavers at the high end — but concrete and asphalt are the most common, and each comes with advantages and disadvantages. Concrete lasts longer, but asphalt driveways are less expensive to install. Asphalt needs more maintenance, but is generally easier to repair. In winter, concrete driveways can suffer damage if you use the wrong de-icing product. [SEP] Really?  What type of product? 
1074 	 How do I build a cheap driveway? [SEP] Really?  What type of product? [SEP] What Rock Salt is Safe for Concrete? Although we all know that snow and ice can create dangerous conditions throughout our properties, we also don’t want to create even bigger issues by using the wrong ice melting product. In recent years, a growing number of home and business owners have become increasingly concerned about the effects of rock salt on concrete. But what problems can rock salt actually present to concrete, and what are some best practices for preventing ice while protecting your pavement? This post will answer these and other questions so that you can make rock salt safe for concrete within your property lines. [SEP] Who knew?  Which is more environmentally friendly? 
1075 	 How do I build a cheap driveway? [SEP] Who knew?  Which is more environmentally friendly? [SEP] Rock salt is very inexpensive but also a corrosive and concentrated substance, which can cause problems for your plants, animals, and waterways. The same chemical magic that turns ice into water creates a very salty brine that can make household pets sick, kill lawns and eats away at concrete, brick, and stone. Salt is also an irritant, which means pets with pads on the bottom of their feet may get superficial burns. The ice-melt industry is well aware that people want green. Which means eco-friendly and pet friendly claims abound. Read the ingredients. If the bulk of the product is magnesium or calcium chloride, it is a safer and less corrosive salt than the more common sodium chloride or rock salt. [SEP] No.  Which type of driveway is better for the environment? 
1076 	 How do I build a cheap driveway? [SEP] No.  Which type of driveway is better for the environment? [SEP] These types of surfaces canalso be better for the environment and do not necessarily cost more or require a lot of maintenance. There are three main types of solution to creating a permeable driveway: Using gravel or a mainly green, vegetated area. Directing water from an impermeable surface to a border rain garden or soakaway. Using permeable block paving, porous asphalt or concrete. The most appropriate construction will depend on factors such as the space available, slopes, the type of soil and whether the existing garden gets waterlogged. You can also combine the methods in a single garden to get an interesting appearance. [SEP] And most low-maintenance? 
1077 	 How do I build a cheap driveway? [SEP] And most low-maintenance? [SEP] Cost Chart: Paver Driveway – #1 – Most Expensive Concrete Driveway – #2Asphalt Driveway – #3Gravel Driveway – #4 – Least Expensive A concrete driveway is the second most expensive driveway when comparing it to the other hard surface driveways. Ongoing Maintenance Chart: Gravel Driveway – #1 – Most Ongoing Maintenance Asphalt Driveway – #2Concrete Driveway – #3Paver Driveway – #4 – Least Ongoing Maintenance A concrete driveway requires the second least amount of ongoing maintenance, compared to the other hard surface driveways. Life Expectancy Of A Concrete Driveway A properly installed concrete driveway with regularly scheduled maintenance can last up to 20 or even 30 years! That variation in age can be determined by the stability of the sub-grade, the quality of the installation, the type and frequency of maintenance, the drainage plan and the climate of the region you’re located in. [SEP] Really? What about asphalt? 
1078 	 How do I build a cheap driveway? [SEP] Really? What about asphalt? [SEP] Asphalt Driveways Asphalt is one of the most commonly chosen materials for paving driveways and parking lots. During installation, the area will need to be excavated and graded to be paved and allow the base to settle before applying the hot mix asphalt and compacting it with a heavy duty roller. After it has fully curated is when the driveway would be ready for use. Advantages of Asphalt Driveways Asphalt driveways offer a number of advantages including: Longevity – When an asphalt driveway is professionally installed and properly maintained it can last for up to 30 years before needing to be replaced. [SEP] Is sealing worth it? 
1081 	 How can fires help an ecosystem? 
1082 	 How can fires help an ecosystem? [SEP] How can fires help an ecosystem? [SEP] Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. Wildfire suppression not only eliminates these species, but also the animals that depend upon them. [2]Campaigns in the United States have historically molded public opinion to believe that wildfires are always harmful to nature. This view is based on the outdated belief that ecosystems progress toward an equilibrium and that any disturbance, such as fire, disrupts the harmony of nature. More recent ecological research has shown, however, that fire is an integral component in the function and biodiversity of many natural habitats, and that the organisms within these communities have adapted to withstand, and even to exploit, natural wildfire. [SEP] Give me some examples. 
1083 	 How can fires help an ecosystem? [SEP] Give me some examples. [SEP] Not only will the number of thriving annual plants be higher after a fire, but the number of species will also be significantly higher. This is due not only to the fact that there are more resources available but also because several plant species in chaparral biomes are so adapted to the cycle of periodic fires that their seeds are only able to sprout after a fire. Photo of a chaparral ecosystem the winter after a fire For example, the seeds of a native chaparral wildflower, called whispering bells, require smoke exposure to germinate. These annual plant species are sometimes called fire-followers because they are only seen in the first couple of years following a fire when they are a part of the dominant vegetation in a chaparral ecosystem. [SEP] Cool name!  What are other fire-followers? 
1084 	 How can fires help an ecosystem? [SEP] Cool name!  What are other fire-followers? [SEP] The longleaf pine ecosystem is known as a fire climax community. The organization group Longleaf Alliance defines a fire climax community as "a plant and animal community that is limited by and adapted to an early successional stage by frequent fire disturbances". The role of fire in the longleaf pine ecosystem was and still is today a key component in regeneration and shaping of the ecosystem. In pre-European establishment years, Native Americans set fires quite regularly. By doing so, they benefited their needs of establishing hunting grounds, homesteads, and safe havens. While achieving their goals, they were enriching the longleaf pine ecosystem by shaping the dynamics of the system. [SEP] Let’s talk about other environmental influences besides fire. More broadly, what are the effects of agriculture? 
1085 	 How can fires help an ecosystem? [SEP] Let’s talk about other environmental influences besides fire. More broadly, what are the effects of agriculture? [SEP] That agriculture has a huge effect on our ecosystems: pesticides and other toxic chemicals used in food production can wash downstream, killing many types of animals, polluting our waterways and even making humans ill. Fertilizers can wash downstream, causing ""blooms"" or large populations of algae and bacteria, which can harm fish populations. In addition, Green Facts states that we are depleting fish populations in the oceans and seas, causing us to fish further offshore and deeper underwater as more and more fish disappear. Water Throughout the world, 2.6 billion people lack proper sanitation, which means that drinking water around the world is contaminated with waste and disease. [SEP] Can it cause desertification? 
1086 	 How can fires help an ecosystem? [SEP] Can it cause desertification? [SEP] Most plants, unless specially adapted to desert conditions, can not thrive in dry, arid conditions. Farming is major cause of desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. Soil also requires fertilisation to remain fertile, preferably through natural or organic processes. Where farming is carried out in a way that is unsympathetic to the land in places where climatic conditions mean the soil is already under stress, this can eventually result in desertification. Read More: How Big a Problem is Desertification? [SEP] What does it mean to be tired? 
1087 	 How can fires help an ecosystem? [SEP] What does it mean to be tired? [SEP] Section::::Regenerative agriculture. Agriculture is seen to be one of the main players in the depletion of soil richness in human history. Certain agricultural practices can deplete soil of carbon, such as monoculture, failing to rotate crops sufficiently, and intensive livestock grazing. Soil that is low in carbon will not support plant life and is susceptible to desertification. Without plants, soil cannot hold water sufficiently, and will become dry and brittle over time. Agroecology is an overarching category of approaches to creating a more sustainable agricultural system and increase the health of soil. It includes "permaculture", originally being a combination of the words "permanent" and "agriculture", which is a systems thinking approach that can increase the carbon content of soil by using natural patterns in already existing ecosystems to promote a higher efficiency of food production, a lower need for human involvement, and a healthier ecosystem. [SEP] That sounds like organic farming.  How are they related? 
1088 	 How can fires help an ecosystem? [SEP] That sounds like organic farming.  How are they related? [SEP] According to Permaculture Planet.com:“Permaculture is an interdisciplinary earth science which encompasses many kinds of appropriate technologies and sustainable design methodologies, such as; renewable energy, water conservation, organic food production, ecological building techniques, micro-economics and more. In a world of rapid ecological change &amp; seemingly insurmountable social &amp; environmental problems, Permaculture offers practical solutions using design principles drawn from the observation of natural systems. From individual homes to entire bio-regions, Permaculture has the potential to repair damaged landscapes, build capacity in communities and replace apathy with self empowerment.”Permaculture, when practiced, is a design philosophy and set of tools and principles that encompass the inter-related fields of organic gardening and agroforestry, architecture, ecology, community design, renewable energy, and systems theory. [SEP] Does organic farming reduce global warming, and if so, how? 
1091 	 Why do cats eat plastic? 
1092 	 Why do cats eat plastic? [SEP] Why do cats eat plastic? [SEP] "The persistence of pica in the seeming absence of a physiological cause might be due to the fortuitous acquisition of a conditioned illness during the period of physiological insult." Cats also display pica behavior in their natural environments and there is evidence to support that this behavior has a psychological aspect to it. Some breeds (such as the Siamese cat) are more predisposed to showing this type of behavior than other breeds, but several types of breeds have been documented to show pica. Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. This type of behavior occurs through the first four years of a cat's life but it is primarily observed during the first two months of life when cats are introduced into new homes is most common. Theories explaining why this behavior becomes active during this time suggest that early weaning and stress as a consequence of separation from the mother and litter-mates and exposure to a new environment are to blame. [SEP] Will it kill him? 
1093 	 Why do cats eat plastic? [SEP] Will it kill him? [SEP] This stress can be passed on to puppies and kittens affecting their disposition, personality and behavior. Premature weaning stresses the developing immune system. Moreover, the time they spend away from their mother while in the puppy mill, subjected to the same stressful living conditions, is highly stressful. But that’s not the end of their stress. Shipping to pet stores puts them through a great deal of stress. [SEP] What?  No.  Will eating plastic kill my cat? 
1094 	 Why do cats eat plastic?  [SEP] Any object may be a potential target, however. Why is Pica Dangerous? Other than its destructive potential, pica can be extremely hazardous to your cat's health if non-food items are consumed. Ingested fabric, string, or other materials can lodge in your cat's stomach or intestine. The blockage prevents the passage of food and may cut off the blood supply to these organs. Both are life-threatening conditions. Cat's that chew on power cords may be electrocuted. Additionally, many common houseplants are toxic to cats; chewing or eating these plants can cause a wide range of symptoms from drooling to death. If your cat has a history of ingesting non-food items and becomes lethargic, vomits, or displays other concerning behavior, take them to your veterinarian immediately. Why Does My Cat Eat/Chew on Non-food Items? No one knows exactly why some cats exhibit pica behavior. Because pica has been associated with a variety of diseases including feline leukemia and feline immunodeficiency virus, a veterinarian should examine any cat with pica. [SEP] How do I get him to stop? 
