811 	 How do you know when your garage door opener is going bad? 
812 	 How do you know when your garage door opener is going bad? [SEP] Now it stopped working. Why? 
813 	 How do you know when your garage door opener is going bad? [SEP] Now it stopped working. Why? [SEP] How much does it cost for someone to fix it? 
814 	 How do you know when your garage door opener is going bad? [SEP] Now it stopped working. Why? [SEP] How much does it cost for someone to fix it? [SEP] How about replacing it instead? 
815 	 How do you know when your garage door opener is going bad? [SEP] Now it stopped working. Why? [SEP] How much does it cost for someone to fix it? [SEP] How about replacing it instead? [SEP] How do I choose a new one? 
816 	 How do you know when your garage door opener is going bad? [SEP] Now it stopped working. Why? [SEP] How much does it cost for someone to fix it? [SEP] How about replacing it instead? [SEP] How do I choose a new one? [SEP] What does a smart one do? 
817 	 How do you know when your garage door opener is going bad? [SEP] Now it stopped working. Why? [SEP] How much does it cost for someone to fix it? [SEP] How about replacing it instead? [SEP] How do I choose a new one? [SEP] What does a smart one do? [SEP] What's important for me to know about their safety? 
818 	 How do you know when your garage door opener is going bad? [SEP] Now it stopped working. Why? [SEP] How much does it cost for someone to fix it? [SEP] How about replacing it instead? [SEP] How do I choose a new one? [SEP] What does a smart one do? [SEP] What's important for me to know about their safety? [SEP] How could they be hacked? 
821 	 I would like to learn about GMO Food labeling. 
822 	 I would like to learn about GMO Food labeling. [SEP] What are the pros and cons? 
823 	 I would like to learn about GMO Food labeling. [SEP] What are the pros and cons? [SEP] And what about the cons? 
824 	 I would like to learn about GMO Food labeling. [SEP] What are the pros and cons? [SEP] And what about the cons? [SEP] What are the EU rules? 
825 	 I would like to learn about GMO Food labeling. [SEP] What are the pros and cons? [SEP] And what about the cons? [SEP] What are the EU rules? [SEP] Tell me more about traceability tools. 
826 	 I would like to learn about GMO Food labeling. [SEP] What are the pros and cons? [SEP] And what about the cons? [SEP] What are the EU rules? [SEP] Tell me more about traceability tools. [SEP] What is the role of Co-Extra? 
827 	 I would like to learn about GMO Food labeling. [SEP] What are the pros and cons? [SEP] And what about the cons? [SEP] What are the EU rules? [SEP] Tell me more about traceability tools. [SEP] What is the role of Co-Extra? [SEP] How is testing done for contamination? 
828 	 I would like to learn about GMO Food labeling. [SEP] What are the pros and cons? [SEP] And what about the cons? [SEP] What are the EU rules? [SEP] Tell me more about traceability tools. [SEP] What is the role of Co-Extra? [SEP] How is testing done for contamination? [SEP] What's the difference between the European and US approaches? 
829 	 I would like to learn about GMO Food labeling. [SEP] What are the pros and cons? [SEP] And what about the cons? [SEP] What are the EU rules? [SEP] Tell me more about traceability tools. [SEP] What is the role of Co-Extra? [SEP] How is testing done for contamination? [SEP] What's the difference between the European and US approaches? [SEP] How does the DNA-based method work? 
8210 	 I would like to learn about GMO Food labeling. [SEP] What are the pros and cons? [SEP] And what about the cons? [SEP] What are the EU rules? [SEP] Tell me more about traceability tools. [SEP] What is the role of Co-Extra? [SEP] How is testing done for contamination? [SEP] What's the difference between the European and US approaches? [SEP] How does the DNA-based method work? [SEP] How could Co-Extra improve it? 
831 	 What are some interesting facts about bees? 
832 	 What are some interesting facts about bees? [SEP] Why doesn't it spoil? 
833 	 What are some interesting facts about bees? [SEP] Why doesn't it spoil? [SEP] Why are so many dying? 
834 	 What are some interesting facts about bees? [SEP] Why doesn't it spoil? [SEP] Why are so many dying? [SEP] What can be done to stop it? 
835 	 What are some interesting facts about bees? [SEP] Why doesn't it spoil? [SEP] Why are so many dying? [SEP] What can be done to stop it? [SEP] What has happened to their habitat? 
836 	 What are some interesting facts about bees? [SEP] Why doesn't it spoil? [SEP] Why are so many dying? [SEP] What can be done to stop it? [SEP] What has happened to their habitat? [SEP] What can I do to help with the problem? 
837 	 What are some interesting facts about bees? [SEP] Why doesn't it spoil? [SEP] Why are so many dying? [SEP] What can be done to stop it? [SEP] What has happened to their habitat? [SEP] What can I do to help with the problem? [SEP] What is the cause of CCD? 
